LSOA2011,AvPTAI2015,PTAL,PTAIHigh,PTAILow
E01003152,9.85664,2,23.5077,3.56446
E01003154,3.8886,1b,5.12769,1.74038
E01003156,6.41393,2,10.6713,3.00533
E01003158,5.545,2,18.7079,2.16665
E01003162,16.3414,4,23.554,11.349
E01003163,10.7231,3,14.0466,4.1032
E01003165,11.2646,3,17.7105,7.52032
E01003172,9.28574,2,16.1273,6.57422
E01003174,18.4958,4,27.0297,5.91202
E01003180,8.44229,2,18.5407,6.08376
E01003182,6.63217,2,13.2153,2.23329
E01003184,15.43,4,24.427,8.29212
E01003185,20.292,5,21.9837,17.8682
E01003189,6.55551,2,7.1511,6.03322
E01003190,9.6281,2,14.0461,4.66196
E01003197,5.55736,2,10.5405,0.0
E01003205,19.8528,4,43.0841,5.61001
E01003209,27.8807,6a,36.0534,15.9049
E01003211,19.7389,4,30.9703,12.5084
E01003226,19.141,4,23.4088,9.49619
E01003228,15.068,4,21.3237,3.49197
E01003230,8.57196,2,18.6099,3.71884
E01003250,8.58491,2,17.2107,2.299
E01003257,12.2975,3,21.2665,6.70412
E01003264,14.2413,3,19.0198,3.42594
E01003265,13.9017,3,21.5409,5.36749
E01003266,7.1715,2,13.0682,5.42492
E01003269,6.04856,2,12.1103,1.83867
E01003270,4.45343,1b,10.9545,1.9012
E01003272,15.8681,4,19.8822,7.16917
E01003273,17.8771,4,39.8515,5.32559
E01003275,7.1541,2,13.1706,2.04523
E01003277,16.5674,4,26.4296,9.4643
E01003278,30.0924,6a,42.5162,13.5684
E01003280,9.66852,2,13.1856,4.38619
E01003285,11.4204,3,14.0185,1.60759
E01003286,11.6937,3,14.9145,6.82118
E01003291,17.8838,4,26.4485,9.58652
E01003293,14.3757,3,19.0116,10.9551
E01003301,17.1061,4,44.7744,0.0
E01003312,5.94647,2,10.4195,2.06974
E01003313,7.63834,2,17.3895,2.19546
E01003321,19.4035,4,24.4174,15.7555
E01003326,11.3001,3,17.1235,4.76756
E01003327,18.9543,4,25.3772,13.323
E01003337,13.0547,3,19.6626,7.87054
E01003338,29.6602,6a,38.8085,22.1609
E01003339,24.2591,5,36.3145,2.1583
E01003349,12.3981,3,16.6148,8.85674
E01003351,5.52452,2,9.61568,3.64956
E01003352,13.3553,3,18.1217,8.97565
E01003358,36.2575,6a,44.0759,19.2666
E01003369,19.9008,4,23.0896,15.2383
E01003379,14.4397,3,19.2955,9.05311
E01003397,11.2521,3,16.7211,5.93669
E01003404,8.77915,2,30.1983,3.63048
E01003420,4.12135,1b,8.94318,0.0
E01003424,6.45468,2,14.0937,2.28278
E01003435,5.77996,2,15.4989,2.06725
E01003441,8.32926,2,13.901,1.92171
E01003445,6.61758,2,16.8982,0.0
E01003448,7.52996,2,12.2909,4.71297
E01003457,9.78008,2,32.6784,5.20964
E01003462,2.39774,1a,12.4598,0.0
E01003467,4.29369,1b,12.8972,0.0
E01003471,10.6204,3,21.4141,2.79414
E01003481,8.92584,2,17.7311,2.04607
E01003486,12.3745,3,17.3757,5.89409
E01003493,13.9254,3,23.8452,8.79765
E01003494,9.82311,2,20.8037,3.91031
E01003497,11.2243,3,30.1372,2.00926
E01003500,12.1732,3,32.2089,0.0
E01003503,24.5424,5,33.5704,13.9388
E01003509,12.9488,3,16.5515,11.1099
E01003511,5.39377,2,7.27629,1.91624
E01003515,10.8545,3,18.7352,1.89997
E01003516,9.82262,2,15.3745,6.48903
E01003517,9.32713,2,13.3643,5.24748
E01003519,8.22171,2,14.2802,4.01971
E01003523,17.8566,4,28.8857,9.60832
E01003527,8.39999,2,13.4798,4.24259
E01003530,11.7425,3,17.8355,3.17532
E01003531,19.0651,4,30.318,4.5808
E01003534,12.3019,3,20.6962,6.84617
E01003541,2.87957,1b,7.9779,0.0
E01003553,10.4817,3,17.3847,5.90708
E01003560,8.61398,2,10.8484,4.9092
E01003566,18.7171,4,22.0673,14.6115
E01003568,14.8205,3,17.3642,11.7602
E01003569,18.6924,4,23.0153,16.2404
E01003571,10.3242,3,18.8665,5.25107
E01003572,8.02012,2,11.4538,5.11784
E01003574,9.48282,2,16.2708,5.26763
E01003582,4.41749,1b,8.52423,2.31602
E01003591,17.7402,4,21.7194,13.4514
E01003598,15.9015,4,19.1217,10.333
E01003602,18.4545,4,22.2648,13.9652
E01003604,10.7325,3,14.9299,5.95524
E01003621,11.0746,3,16.2487,6.62612
E01003638,7.82279,2,16.4188,2.23275
E01003640,0.891551,1a,8.39609,0.0
E01003653,13.6713,3,19.6869,10.2621
E01003660,2.5003,1b,8.22831,0.0
E01003670,4.84771,1b,6.17308,3.07566
E01003672,8.67179,2,15.7625,0.0
E01003673,6.37091,2,16.0279,0.0
E01003683,3.94166,1b,7.41888,2.69248
E01003688,8.52361,2,39.2097,2.26187
E01003689,29.5026,6a,42.5221,4.41327
E01003690,12.4863,3,23.6969,0.0
E01003691,2.06048,1a,10.9557,0.0
E01003699,5.7749,2,14.4609,0.0
E01003701,14.1653,3,17.1974,9.43611
E01003711,7.56211,2,17.2907,1.81501
E01003718,12.6756,3,16.5198,8.49045
E01003719,9.40997,2,18.5535,0.0
E01003721,9.19717,2,12.5287,2.24335
E01003736,11.9216,3,23.9697,0.0
E01003744,3.26105,1b,5.93104,0.0
E01003747,6.66185,2,12.3348,0.0
E01003749,10.9326,3,13.0988,6.02579
E01003754,7.77639,2,11.6112,2.80413
E01003758,6.232,2,13.2309,2.09532
E01003784,6.91525,2,15.9247,0.0
E01003790,0.792167,1a,4.77379,0.0
E01003804,7.54872,2,10.4279,4.46049
E01003807,9.86465,2,10.9917,8.40116
E01003808,9.59648,2,10.91,7.19565
E01003820,3.48605,1b,5.00711,2.62549
E01003832,3.55058,1b,6.2205,2.25473
E01003839,10.2645,3,13.8166,5.71056
E01003843,4.02523,1b,6.14919,0.0
E01003854,10.799,3,13.9637,7.37337
E01003864,14.337,3,27.9789,2.33664
E01003873,26.0067,6a,40.6785,6.52181
E01003876,27.4481,6a,40.6774,0.0
E01003878,1.55146,1a,9.73693,0.0
E01003885,9.96644,2,17.1164,2.59971
E01003887,11.9381,3,14.6745,8.30501
E01003901,1.69309,1a,6.10321,0.0
E01003908,6.12218,2,9.89457,0.0
E01003909,7.82695,2,9.2768,5.88766
E01003911,14.285,3,23.1377,8.50791
E01003933,63.6931,6b,94.0468,36.7514
E01003935,71.412,6b,98.8904,27.4548
E01003939,89.4512,6b,104.242,73.8279
E01003945,6.43321,2,18.4719,0.0
E01003951,4.94678,1b,13.7941,0.0
E01003953,17.4577,4,23.9036,13.1325
E01003955,11.1178,3,15.2336,5.15533
E01003968,6.82276,2,7.84111,5.7937
E01003972,14.3897,3,19.7883,5.65655
E01003977,7.06045,2,12.596,3.54872
E01003994,35.947,6a,48.9936,23.6641
E01003997,18.504,4,28.352,10.6728
E01003998,34.3612,6a,51.1627,24.732
E01004001,8.26902,2,14.069,0.0
E01004003,17.3645,4,22.6123,8.17851
E01004017,7.87077,2,16.1228,0.0
E01004018,6.66859,2,11.1732,3.49364
E01004020,4.82233,1b,8.04842,0.0
E01004021,16.2104,4,23.4854,12.1054
E01004023,14.8683,3,21.5926,12.1902
E01004029,17.8708,4,27.6357,11.5068
E01004032,18.9261,4,28.8924,12.037
E01004034,17.0703,4,26.8998,11.6301
E01004043,7.1296,2,8.9667,6.01258
E01004046,16.7826,4,25.0592,12.094
E01004056,4.48725,1b,5.53848,3.61505
E01004061,23.2533,5,46.3743,11.2278
E01004065,21.1206,5,26.8288,14.0497
E01004066,23.8717,5,40.2699,12.447
E01004067,39.3049,6a,50.7344,30.4724
E01004071,11.1411,3,15.09,6.91214
E01004074,18.376,4,30.3194,1.88082
E01004079,4.75835,1b,7.87914,0.0
E01004080,8.65035,2,12.7425,0.0
E01004087,4.41837,1b,6.32832,1.34698
E01004089,4.1885,1b,4.92131,2.64176
E01004090,8.44048,2,10.3811,0.0
E01004091,4.25247,1b,9.00849,2.30891
E01004094,7.4126,2,10.7242,1.66476
E01004097,9.32313,2,24.2854,3.15065
E01004099,10.5112,3,15.8379,1.55154
E01004100,9.47192,2,14.3282,3.7747
E01004103,6.0167,2,7.77975,4.15206
E01004120,5.05801,2,7.68184,1.68594
E01004121,8.31877,2,12.3574,0.0
E01004137,26.1402,6a,31.3312,14.1218
E01004138,7.84391,2,24.8162,4.44861
E01004142,26.9452,6a,33.2506,15.2137
E01004144,9.66375,2,17.5372,5.28422
E01004145,7.51904,2,13.9733,0.0
E01004148,9.0427,2,20.198,4.58976
E01004150,20.9115,5,29.7736,3.53298
E01004151,7.49818,2,18.0944,0.0
E01004152,21.2158,5,31.1326,12.9313
E01004155,10.2037,3,21.1138,0.0
E01004156,24.6079,5,33.3424,12.9711
E01004160,8.87518,2,15.6954,5.14987
E01004171,6.44747,2,10.7299,0.0
E01004176,9.35599,2,17.3301,2.31611
E01004181,5.01894,2,14.3046,3.54053
E01004185,4.87253,1b,11.8363,0.0
E01004190,5.60699,2,10.5043,1.78818
E01004195,9.10362,2,12.2047,2.01979
E01004199,32.2057,6a,36.9644,17.9039
E01004205,28.123,6a,38.0484,17.593
E01004206,38.9577,6a,40.2626,35.1724
E01004214,9.50465,2,11.3883,8.47362
E01004217,11.7223,3,21.33,4.31023
E01004221,13.4632,3,17.9728,9.62148
E01004222,6.98327,2,8.91319,5.14352
E01004229,29.3354,6a,34.5778,25.2902
E01004233,6.28465,2,8.71187,4.49524
E01004240,8.6288,2,17.2659,2.62778
E01004247,19.0953,4,23.4686,14.5464
E01004248,13.895,3,16.0301,10.1377
E01004250,8.37663,2,11.4026,6.71935
E01004262,16.9731,4,27.8186,6.23871
E01004267,21.3283,5,38.7632,4.6943
E01004271,14.9648,3,26.6856,5.90871
E01004291,14.1009,3,18.4721,11.9995
E01004292,11.6572,3,17.4379,8.74169
E01004293,22.5279,5,67.7097,3.39655
E01004308,17.9988,4,26.753,4.85015
E01004313,23.7138,5,33.7106,9.00882
E01004316,40.0847,6b,79.5028,25.6206
E01004327,6.34881,2,8.93492,2.3159
E01004334,10.6936,3,20.5963,7.059
E01004335,12.1712,3,17.1219,5.74133
E01004344,6.04218,2,12.7442,0.0
E01004345,5.84532,2,8.591,3.76817
E01004346,7.4411,2,11.2746,3.70283
E01004348,7.85289,2,11.4833,5.2888
E01004351,4.51648,1b,14.3213,1.84927
E01004356,2.9095,1b,6.47925,0.0
E01004369,9.78475,2,12.7033,5.88709
E01004370,9.52782,2,19.9207,2.40548
E01004378,6.17796,2,10.4976,3.62074
E01004383,6.11087,2,8.66028,2.00473
E01004394,14.7573,3,21.7879,7.32855
E01004402,3.6788,1b,6.96334,2.37476
E01004404,5.17408,2,6.98361,3.59355
E01004406,27.6919,6a,37.8273,17.5723
E01004411,32.454,6a,38.2645,27.3624
E01004412,19.3702,4,29.4233,9.21068
E01004417,7.4391,2,14.0281,0.0
E01004418,7.82563,2,10.4342,0.0
E01004425,9.56044,2,13.4941,5.93488
E01004430,15.1683,4,27.2606,1.93672
E01004446,12.5915,3,16.1284,9.06229
E01004455,8.81325,2,13.5061,2.97959
E01004456,2.38199,1a,8.05375,0.0
E01004460,11.8487,3,17.8975,7.61345
E01004463,6.27086,2,10.9944,3.40984
E01004464,10.4803,3,12.6444,7.75982
E01004470,11.0759,3,12.4057,9.34518
E01004476,18.7539,4,28.587,13.7925
E01004477,9.35808,2,16.4439,2.09592
E01004480,19.3993,4,28.6018,13.776
E01004495,17.9979,4,20.2438,14.7814
E01004498,20.2181,5,21.5509,18.6766
E01004499,13.0666,3,19.1265,7.42951
E01004507,21.2298,5,29.9059,15.9241
E01004508,65.3732,6b,76.8107,56.8212
E01004513,11.2959,3,22.1638,0.0
E01004514,23.4007,5,30.1667,13.9027
E01004516,4.56366,1b,6.47452,2.02083
E01004519,13.9156,3,19.8249,5.4775
E01004521,6.997,2,13.4329,5.03179
E01004528,18.0832,4,34.4741,3.0489
E01004531,16.0131,4,27.5115,10.5849
E01004532,3.44266,1b,7.27625,2.32464
E01004534,33.3069,6a,66.5693,2.1332
E01004557,22.3937,5,57.0444,3.19781
E01004564,15.8483,4,27.1978,2.28665
E01004576,1.03424,1a,4.84209,0.0
E01004589,24.4017,5,57.4581,9.45626
E01004591,13.6658,3,18.5462,9.82276
E01004595,7.9174,2,15.3814,2.50342
E01004596,11.5288,3,14.6887,9.67862
E01004600,19.9831,4,30.0837,12.5183
E01004601,10.5263,3,19.3595,4.32931
E01004602,29.104,6a,34.812,18.9566
E01004609,32.7799,6a,41.6474,22.0676
E01004614,20.741,5,31.9277,13.04
E01004615,11.9066,3,19.1268,5.82386
E01004616,31.1881,6a,39.5958,19.665
E01004618,15.3782,4,20.8215,10.3242
E01004628,5.31662,2,10.4889,0.0
E01004635,9.45485,2,11.6026,5.08524
E01004645,6.09325,2,12.5319,1.34203
E01004646,17.3159,4,24.1169,8.1308
E01004656,32.9717,6a,43.7741,20.2301
E01004658,60.5846,6b,66.3722,54.1273
E01004660,67.5543,6b,75.8597,57.3982
E01004663,62.8432,6b,76.7714,45.4831
E01004669,11.9224,3,19.0017,9.60272
E01004674,21.5926,5,25.5487,19.8098
E01004681,48.2925,6b,60.2302,30.4985
E01004692,19.0912,4,31.1402,8.2856
E01004701,20.3509,5,23.4153,18.1539
E01004705,21.3213,5,27.9289,17.8472
E01004708,20.4872,5,28.7858,15.957
E01004710,24.3461,5,32.2539,17.2076
E01004715,52.7533,6b,66.3645,42.6943
E01004727,18.3946,4,76.1571,0.0
E01004738,22.3783,5,35.5525,17.3284
E01004749,66.9255,6b,88.9537,52.8026
E01004751,57.4968,6b,79.0706,48.7737
E01004757,26.6501,6a,38.1362,13.0811
E01004762,55.3645,6b,76.2979,40.3588
E01032569,7.5301,2,12.5119,1.89023
E01032572,16.6446,4,21.8897,7.86124
E01032742,12.8605,3,39.7166,0.0
E01032766,33.5614,6a,48.2596,11.9352
E01032768,19.2419,4,22.0089,12.4971
E01032769,24.0179,5,28.9071,18.3863
E01032770,5.65052,2,6.38414,4.96391
E01032774,7.48924,2,14.4087,3.59805
E01032777,13.9539,3,19.754,9.7951
E01032778,10.3472,3,28.8459,0.0
E01032787,35.3698,6a,42.3377,31.2666
E01032789,12.7026,3,13.4762,11.5644
E01032803,59.5684,6b,61.8808,57.6754
E01033000,12.7114,3,16.8151,7.95955
E01033030,16.7838,4,18.7995,12.1653
E01033082,8.13863,2,17.8058,0.0
E01033083,33.1948,6a,42.7011,21.7288
E01033084,30.1333,6a,37.1803,22.8789
E01033100,25.5711,6a,29.0953,21.2366
E01033101,13.059,3,17.0369,7.44075
E01033132,11.8255,3,24.5905,2.30008
E01033135,18.1249,4,20.3571,11.878
E01033146,4.5284,1b,6.72153,2.29773
E01033322,11.153,3,12.7808,3.05634
E01033341,32.8147,6a,48.3463,22.6083
E01033455,23.8202,5,26.7215,21.1982
E01033456,8.333,2,15.9784,0.0
E01033487,24.1604,5,27.1145,19.5969
E01033490,39.4401,6a,51.9848,30.5134
E01033491,30.8599,6a,40.943,17.0373
E01033579,9.45487,2,23.5966,2.70787
E01033581,6.92438,2,12.6696,1.86566
E01033584,8.05798,2,12.319,0.0
E01033592,3.82496,1b,6.16896,2.09367
E01033601,28.8592,6a,38.0569,17.8451
E01033607,18.959,4,22.9411,13.8014
E01033698,17.2561,4,22.0179,14.2342
E01033699,29.9191,6a,37.3062,20.9195
E01033704,24.1503,5,35.1762,10.5457
E01033705,12.4569,3,21.1266,6.44679
E01033708,68.9076,6b,106.014,36.4232
E01033711,36.0012,6a,45.3153,28.3186
E01033725,6.96301,2,24.7555,0.0
E01033728,8.09003,2,14.4742,3.85307
E01033731,36.8987,6a,50.407,15.6807
E01033737,30.0834,6a,42.8978,17.1734
E01033738,17.2565,4,22.9447,4.79398
E01033741,3.98214,1b,6.16059,0.0
E01033742,3.95321,1b,5.7986,3.05852
E01033743,3.81744,1b,14.3944,0.0
